order_id,product_id,price,rating,return_status,low_rating_flag,product_order_count,price_bucket_Low,price_bucket_Medium,risk_score,risk_category
O0393,P538,202.89,5,0,0,2,False,True,0.09492999588209824,Low
O0394,P349,104.71,3,0,0,1,True,False,0.1472946477594049,Low
O0395,P567,206.01,4,0,0,1,False,True,0.13222181029614266,Low
O0396,P154,256.73,4,0,0,5,False,True,0.13582966595488105,Low
O0397,P261,274.73,2,0,1,3,False,True,0.33683271037835705,Medium
O0398,P494,29.49,5,0,0,3,True,False,0.06726109825713109,Low
O0399,P539,104.44,3,0,0,1,True,False,0.14723235629535514,Low
O0400,P618,301.86,4,0,0,1,False,False,0.22957170844853153,Low
O0401,P677,207.9,3,0,0,2,False,True,0.17633977815443794,Low
O0402,P656,55.74,3,0,0,2,True,False,0.1345317708120315,Low
O0403,P122,28.22,4,0,0,2,True,False,0.09413236691627266,Low
O0404,P308,67.98,5,1,0,7,True,False,0.06780379448043837,Low
O0405,P849,316.18,3,0,0,3,False,False,0.29664849580118907,Low
O0406,P771,98.47,2,1,1,1,True,False,0.2668244149673514,Low
O0407,P235,343.57,1,1,1,3,False,False,0.5734208641079002,Medium
O0408,P899,495.86,3,0,0,2,False,False,0.37339532313697266,Medium
O0409,P942,67.37,5,0,0,1,True,False,0.07385666985121525,Low
O0410,P671,387.72,3,1,0,3,False,False,0.32478317473702456,Medium
O0411,P683,369.3,5,0,0,5,False,False,0.18226335433155752,Low
O0412,P821,245.44,3,0,0,6,False,True,0.17734023177010025,Low
O0413,P247,298.92,5,0,0,1,False,True,0.1127530778329411,Low
O0414,P213,237.46,4,0,0,3,False,True,0.13531928736604254,Low
O0415,P613,342.12,1,0,1,3,False,False,0.572769114765753,Medium
O0416,P972,315.86,2,0,1,5,False,False,0.46548107227547786,Medium
O0417,P706,433.89,2,0,1,4,False,False,0.5235006849609944,Medium
O0418,P615,431.86,1,0,1,4,False,False,0.6088555125933791,High
O0419,P912,223.98,2,1,1,3,False,True,0.3163323662244266,Medium
O0420,P762,50.84,5,0,0,1,True,False,0.07180608245018635,Low
O0421,P782,140.54,5,0,0,2,True,False,0.08241338418126874,Low
O0422,P925,86.65,2,0,1,2,True,False,0.2596028289495175,Low
O0423,P798,380.15,2,1,1,5,False,False,0.49495453049521015,Medium
O0424,P135,102.01,3,0,0,1,True,False,0.14667271351403052,Low
O0425,P459,426.52,3,0,0,3,False,False,0.34060642279799425,Medium
O0426,P994,243.43,4,0,0,4,False,True,0.134787105572481,Low
O0427,P425,447.09,5,0,0,2,False,False,0.2122190849746356,Low
O0428,P524,222.18,1,1,1,1,False,True,0.40353044830483004,Medium
O0429,P126,101.57,2,0,1,3,True,False,0.2618941522850142,Low
O0430,P178,265.24,5,0,0,1,False,True,0.10670968462414565,Low
O0431,P587,208.63,1,1,1,5,False,True,0.38277987214521414,Medium
O0432,P996,194.12,1,0,1,2,False,True,0.38749557262115697,Medium
O0433,P159,215.67,3,0,0,4,False,True,0.1739168490367129,Low
O0434,P610,311.92,2,1,1,3,False,False,0.47140958919147236,Medium
O0435,P902,117.71,4,0,0,2,True,False,0.1091181247272453,Low
O0436,P987,316.27,4,1,0,3,False,False,0.22876375383086484,Low
O0437,P317,264.1,3,0,0,1,False,True,0.194258802902879,Low
O0438,P701,146.62,3,0,0,3,True,False,0.15315982056477423,Low
O0439,P324,328.36,5,0,0,3,False,False,0.17577269987584415,Low
O0440,P843,395.61,4,0,0,4,False,False,0.25254854489612993,Low
O0441,P681,194.76,2,0,1,2,False,True,0.3081383038153217,Medium
O0442,P543,463.99,5,0,0,5,False,False,0.2096355073554092,Low
O0443,P404,480.87,5,0,0,4,False,False,0.21745011557010552,Low
O0444,P444,333.03,2,1,1,1,False,False,0.488837938804772,Medium
O0445,P623,465.06,3,1,0,4,False,False,0.3531294708230556,Medium
O0446,P761,211.55,2,1,1,2,False,True,0.31475305842796086,Medium
O0447,P399,200.42,2,0,1,1,False,True,0.31369198104662266,Medium
O0448,P281,216.42,4,0,0,1,False,True,0.13443169480097483,Low
O0449,P431,181.98,4,0,0,3,False,True,0.12382997430510485,Low
O0450,P756,336.49,4,0,0,3,False,False,0.23538375788378016,Low
O0451,P817,93.88,3,0,0,2,True,False,0.14290119748721067,Low
O0452,P422,254.13,2,1,1,2,False,True,0.3318647314956243,Medium
O0453,P781,319.24,5,0,0,3,False,False,0.17335843431512007,Low
O0454,P354,393.44,3,0,0,2,False,False,0.3305179347893621,Medium
O0455,P751,242.5,5,0,0,2,False,True,0.10136934882046764,Low
O0456,P132,189.0,5,1,0,7,False,True,0.08643116037325743,Low
O0457,P924,324.11,1,1,1,2,False,False,0.5684657354853752,Medium
O0458,P825,486.35,1,0,1,4,False,False,0.6324199685175312,High
O0459,P211,440.65,3,1,0,4,False,False,0.34295409419411393,Medium
O0460,P632,393.58,1,0,1,3,False,False,0.5957289153615052,Medium
O0461,P571,299.78,5,0,0,3,False,True,0.10983859996214523,Low
O0462,P978,104.27,1,0,1,5,True,False,0.3295827755795979,Medium
O0463,P166,184.21,1,0,1,2,False,True,0.3831833239319472,Medium
O0464,P176,247.17,4,0,0,1,False,True,0.14114209029724747,Low
O0465,P902,135.41,2,0,1,2,True,False,0.2771881686627441,Low
O0466,P143,205.95,4,1,0,2,False,True,0.1304382586872748,Low
O0467,P397,115.32,4,0,0,2,True,False,0.1086920122254862,Low
O0468,P772,451.73,2,1,1,3,False,False,0.5355328597750739,Medium
O0469,P734,255.2,2,1,1,5,False,True,0.3220495074815629,Medium
O0470,P431,383.01,4,1,0,3,False,False,0.25111195080436405,Low
O0471,P890,238.94,5,0,0,1,False,True,0.10219061934877952,Low
O0472,P625,131.98,3,0,0,4,True,False,0.14773839771384284,Low
O0473,P787,33.49,3,0,0,2,True,False,0.12984297740142914,Low
O0474,P308,59.67,5,0,0,7,True,False,0.06684516108612493,Low
O0475,P617,383.7,5,0,0,3,False,False,0.19099089832075042,Low
O0476,P955,386.53,1,1,1,3,False,False,0.5926057281449683,Medium
O0477,P838,155.3,5,0,0,1,False,True,0.08892914691427485,Low
O0478,P202,19.39,3,0,0,3,True,False,0.12523359749812096,Low
O0479,P308,44.08,3,0,0,7,True,False,0.12341172935295247,Low
O0480,P688,456.36,1,0,1,3,False,False,0.623173253332239,High
O0481,P164,98.43,3,0,0,3,True,False,0.14202591345651303,Low
O0482,P211,334.83,3,0,0,4,False,False,0.30057336086272707,Medium
O0483,P239,12.78,3,0,0,2,True,False,0.12560434769447998,Low
O0484,P146,264.89,4,1,0,6,False,True,0.13576718922877612,Low
O0485,P127,261.79,2,0,1,3,False,True,0.3315430878214315,Medium
O0486,P560,81.82,5,0,0,5,True,False,0.07146165383736963,Low
O0487,P648,446.53,3,0,0,1,False,False,0.3559965571398694,Medium
O0488,P817,145.62,3,0,0,2,True,False,0.15494344623140527,Low
O0489,P313,397.69,1,1,1,2,False,False,0.6012736448954243,High
O0490,P953,350.97,3,1,0,3,False,False,0.3101553977735307,Medium
O0491,P451,58.2,5,0,0,1,True,False,0.0727125405948686,Low
O0492,P492,108.58,3,0,0,4,True,False,0.1424069702760241,Low
O0493,P419,201.6,5,0,0,2,False,True,0.09472656671590433,Low
O0494,P912,214.0,1,0,1,3,False,True,0.39249128008876766,Medium
O0495,P710,214.46,4,1,0,4,False,True,0.1286999653800521,Low
O0496,P629,34.34,1,0,1,1,True,False,0.3150850259763633,Medium
O0497,P559,378.51,4,0,0,2,False,False,0.2524790312478232,Low
O0498,P562,69.93,4,0,0,3,True,False,0.09947372709710574,Low
O0499,P761,444.06,2,1,1,2,False,False,0.535889179904469,Medium
O0500,P947,42.04,4,0,0,3,True,False,0.09497704343197054,Low
O0501,P556,94.69,5,0,0,2,True,False,0.07626335762430221,Low
O0502,P402,453.07,4,0,0,2,False,False,0.2791960347216629,Low
O0503,P435,209.25,1,0,1,3,False,True,0.390412440744742,Medium
O0504,P716,50.2,2,0,1,4,True,False,0.24121180303744022,Low
O0505,P906,277.43,4,0,0,2,False,True,0.14606956204023952,Low
O0506,P570,315.38,3,0,0,4,False,False,0.2931151047285819,Low
O0507,P351,353.01,2,0,1,2,False,False,0.49413216804267823,Medium
O0508,P679,60.68,4,0,0,2,True,False,0.09934210809765846,Low
O0509,P897,180.02,2,1,1,3,False,True,0.29913057010458804,Low
O0510,P173,411.02,5,0,0,1,False,False,0.20385951418969173,Low
O0511,P711,434.74,1,1,1,3,False,False,0.6138012242636254,High
O0512,P581,416.06,4,0,0,2,False,False,0.2657199510456647,Low
O0513,P205,51.76,1,0,1,2,True,False,0.3186523161175209,Medium
O0514,P972,22.97,2,0,1,5,True,False,0.2294184409460896,Low
O0515,P384,116.48,4,0,0,1,True,False,0.1104142480864114,Low
O0516,P502,61.15,1,1,1,3,True,False,0.31902747104321166,Medium
O0517,P387,97.29,1,0,1,2,True,False,0.3370820770940239,Medium
O0518,P291,226.23,2,0,1,2,False,True,0.32059889526118107,Medium
O0519,P209,104.84,5,0,0,4,True,False,0.07539437405282232,Low
O0520,P150,239.89,4,0,0,4,False,True,0.1340304511987302,Low
O0521,P726,205.37,2,1,1,2,False,True,0.3123093847528798,Medium
O0522,P289,205.95,3,0,0,4,False,True,0.17136618393622574,Low
O0523,P748,92.88,4,0,0,3,True,False,0.10331498679959684,Low
O0524,P653,425.32,1,0,1,2,False,False,0.6133785984092902,High
O0525,P969,77.31,3,1,0,1,True,False,0.14108369769116189,Low
O0526,P507,335.78,2,1,1,3,False,False,0.48234456796904196,Medium
O0527,P702,116.91,2,1,1,4,True,False,0.26434851152351274,Low
O0528,P957,386.85,1,0,1,2,False,False,0.5964896179202058,Medium
O0529,P716,151.66,5,0,0,4,False,True,0.0847074892249561,Low
O0530,P587,273.08,5,0,0,5,False,True,0.10224809842845073,Low
O0531,P138,435.07,5,0,0,1,False,False,0.21112457352229833,Low
O0532,P561,279.22,1,0,1,1,False,True,0.4289876381392967,Medium
O0533,P829,466.31,2,1,1,1,False,False,0.5498848444608448,Medium
O0534,P380,137.59,5,0,0,3,True,False,0.08084338921588714,Low
O0535,P625,344.14,5,1,0,4,False,False,0.17773228742240363,Low
O0536,P459,227.91,2,1,1,3,False,True,0.3178959113508448,Medium
O0537,P410,473.77,1,1,1,2,False,False,0.6342628245211036,High
O0538,P619,111.1,4,0,0,1,True,False,0.10944713476098793,Low
O0539,P886,266.76,2,1,1,2,False,True,0.337029629476365,Medium
O0540,P623,104.07,4,0,0,4,True,False,0.1037823045559849,Low
O0541,P834,428.52,3,0,0,1,False,False,0.34844739635049743,Medium
O0542,P900,195.24,4,0,0,1,False,True,0.12996798980394628,Low
O0543,P390,197.39,1,1,1,2,False,True,0.3889223981086557,Medium
O0544,P202,221.21,2,0,1,3,False,True,0.31523281226726124,Medium
O0545,P919,275.93,5,0,0,4,False,True,0.10416951369497274,Low
O0546,P764,354.43,5,0,0,2,False,False,0.18515038683498355,Low
O0547,P898,25.73,2,0,1,4,True,False,0.23307952655823794,Low
O0548,P534,343.81,1,0,1,2,False,False,0.577321345608267,Medium
O0549,P905,311.82,1,1,1,2,False,False,0.5629184607068329,Medium
O0550,P346,367.6,2,0,1,4,False,False,0.49307157424680415,Medium
O0551,P788,223.74,3,0,0,3,False,True,0.17832047089942368,Low
O0552,P963,415.17,1,0,1,4,False,False,0.6015292838414905,High
O0553,P264,36.59,2,0,1,3,True,False,0.23948088886820784,Low
O0554,P847,441.93,4,1,0,1,False,False,0.2782024703183939,Low
O0555,P101,365.25,3,1,0,2,False,False,0.3191601867047455,Medium
O0556,P991,77.1,2,1,1,2,True,False,0.2562447312162356,Low
O0557,P254,374.37,2,0,1,2,False,False,0.5039424280484621,Medium
O0558,P903,113.79,2,0,1,1,True,False,0.27236656019914335,Low
O0559,P428,267.89,2,0,1,4,False,True,0.33058704532530764,Medium
O0560,P445,342.52,5,0,0,1,False,False,0.18419321041437597,Low
O0561,P988,175.18,1,0,1,4,False,True,0.37198841475267364,Medium
O0562,P507,106.68,2,0,1,3,True,False,0.2637129686035685,Low
O0563,P294,209.33,5,0,0,2,False,True,0.09595142354585649,Low
O0564,P667,114.13,5,0,0,3,True,False,0.0776979961455598,Low
O0565,P610,333.74,5,0,0,3,False,False,0.1772092671457309,Low
O0566,P960,210.2,2,0,1,1,False,True,0.31757313330956854,Medium
O0567,P793,47.02,4,0,0,2,True,False,0.09711915052566329,Low
O0568,P860,197.56,4,0,0,1,False,True,0.1304507142204253,Low
O0569,P289,283.5,5,0,0,4,False,True,0.10547450473494441,Low
O0570,P107,116.1,2,0,1,3,True,False,0.2670870305300648,Low
O0571,P374,57.25,4,0,0,2,True,False,0.0987797077153356,Low
O0572,P324,211.71,5,0,0,3,False,True,0.09498845220656704,Low
O0573,P664,155.46,4,0,0,1,False,True,0.12192505910974999,Low
O0574,P231,289.43,5,0,0,2,False,True,0.10949772657415718,Low
O0575,P204,361.6,3,0,0,1,False,False,0.32107938208079584,Medium
O0576,P693,283.56,3,0,0,3,False,True,0.19499615221716438,Low
O0577,P315,91.79,1,0,1,1,True,False,0.33829412824944155,Medium
O0578,P200,65.16,1,0,1,3,True,False,0.3206301048256856,Medium
O0579,P343,343.84,4,1,0,2,False,False,0.24064809366543768,Low
O0580,P283,244.96,4,0,0,4,False,True,0.1351152487246573,Low
O0581,P146,335.09,2,0,1,6,False,False,0.47041202392863235,Medium
O0582,P928,40.55,2,0,1,4,True,False,0.23798180755259782,Low
O0583,P424,188.64,2,0,1,2,False,True,0.30574647124336995,Medium
O0584,P627,314.87,2,0,1,1,False,False,0.4805051150847545,Medium
O0585,P345,285.15,5,1,0,3,False,True,0.10723804310035386,Low
O0586,P756,22.47,4,0,0,3,True,False,0.09193125936990025,Low
O0587,P152,68.39,2,0,1,1,True,False,0.2561536253655082,Low
O0588,P331,327.41,1,0,1,3,False,False,0.5661433174364893,Medium
O0589,P833,393.64,4,1,0,1,False,False,0.26074238602196176,Low
O0590,P610,39.82,3,0,0,3,True,False,0.12940360424427655,Low
O0591,P310,295.04,4,1,0,1,False,True,0.15214315165743084,Low
O0592,P347,425.44,5,0,0,2,False,False,0.2056454882819169,Low
O0593,P505,172.03,2,1,1,2,False,True,0.2993076899307075,Low
O0594,P748,81.29,3,0,0,3,True,False,0.1382318574679458,Low
O0595,P300,413.15,1,0,1,1,False,False,0.611756511700565,High
O0596,P750,368.22,3,0,0,3,False,False,0.31697656607231406,Medium
O0597,P380,440.72,1,0,1,3,False,False,0.6164022678095548,High
O0598,P239,296.42,4,0,0,2,False,True,0.15047524718138167,Low
O0599,P102,131.4,4,0,0,5,True,False,0.10705318642992796,Low
O0600,P940,295.54,2,0,1,2,False,True,0.34894381256581053,Medium
O0601,P245,209.97,4,0,0,3,False,True,0.12951794730842153,Low
O0602,P609,277.23,2,1,1,2,False,True,0.3413409848393501,Medium
O0603,P371,64.77,3,0,0,2,True,False,0.136475114848491,Low
O0604,P513,303.56,2,1,1,1,False,False,0.4753206352018685,Medium
O0605,P212,78.95,3,1,0,1,True,False,0.141449204867823,Low
O0606,P162,470.52,1,0,1,1,False,False,0.6364760076131266,High
O0607,P377,263.63,5,0,0,2,False,True,0.10496071721083967,Low
O0608,P923,410.64,1,0,1,3,False,False,0.6032541257603203,High
O0609,P276,447.61,4,1,0,2,False,False,0.27718180328143655,Low
O0610,P986,404.35,4,0,0,3,False,False,0.25855645728202203,Low
O0611,P255,253.18,1,0,1,4,False,True,0.40603166944932806,Medium
O0612,P995,281.12,1,0,1,3,False,True,0.42225094791997236,Medium
O0613,P456,261.87,1,1,1,1,False,True,0.42119784450431175,Medium
O0614,P871,235.08,3,0,0,2,False,True,0.18371011453894912,Low
O0615,P665,271.02,5,1,0,4,False,True,0.1033307263086211,Low
O0616,P581,125.74,4,1,0,2,True,False,0.11056054252573067,Low
O0617,P509,422.99,2,0,1,2,False,False,0.5262494362065369,Medium
O0618,P523,208.86,5,0,0,2,False,True,0.09587654725369456,Low
O0619,P574,63.11,2,0,1,2,True,False,0.2513770586321485,Low
O0620,P951,257.52,3,0,0,1,False,True,0.19237363731921206,Low
O0621,P128,271.67,5,0,0,2,False,True,0.10635648569289148,Low
O0622,P102,376.98,3,1,0,5,False,False,0.3137479056533634,Medium
O0623,P321,199.13,3,0,0,3,False,True,0.17179177860213293,Low
O0624,P988,365.29,2,0,1,4,False,False,0.49201083173843735,Medium
O0625,P713,417.66,2,0,1,2,False,False,0.5238075154244678,Medium
O0626,P728,465.14,1,0,1,4,False,False,0.6233157120945856,High
O0627,P998,472.04,2,1,1,2,False,False,0.5486477873252155,Medium
O0628,P502,291.72,3,1,0,3,False,True,0.19736017217845198,Low
O0629,P839,445.89,3,1,0,2,False,False,0.3521772157145714,Medium
O0630,P551,435.56,3,0,0,2,False,False,0.347859610471548,Medium
O0631,P528,70.44,1,0,1,1,True,False,0.3295702242334425,Medium
O0632,P673,186.53,4,1,0,2,False,True,0.1264445619282749,Low
O0633,P514,34.58,4,0,0,3,True,False,0.09380549297132704,Low
O0634,P331,481.94,4,0,0,3,False,False,0.28680810897250797,Low
O0635,P311,342.57,3,0,0,2,False,False,0.31017496197223327,Medium
O0636,P540,100.91,5,0,0,4,True,False,0.07489259612390736,Low
O0637,P597,230.9,3,0,0,2,False,True,0.18256129227224693,Low
O0638,P346,309.72,2,1,1,4,False,False,0.4665370424580671,Medium
O0639,P562,492.38,5,1,0,3,False,False,0.2237546944278317,Low
O0640,P792,177.13,2,0,1,2,False,True,0.30127641218058326,Medium
O0641,P159,362.02,2,0,1,4,False,False,0.49050938641122677,Medium
O0642,P392,349.41,5,0,0,1,False,False,0.18610292619273294,Low
O0643,P873,326.79,5,0,0,5,False,False,0.17091068590302594,Low
O0644,P841,256.27,3,0,0,3,False,True,0.18724615062679073,Low
O0645,P679,52.22,1,0,1,2,True,False,0.31883582835808577,Medium
O0646,P704,497.01,4,0,0,3,False,False,0.2925046208610874,Low
O0647,P844,308.03,4,1,0,1,False,False,0.2315827416388314,Low
O0648,P728,39.91,4,0,0,4,True,False,0.09331940375609735,Low
O0649,P227,16.84,2,0,1,3,True,False,0.23293498425794232,Low
O0650,P463,492.18,4,0,0,2,False,False,0.29388275099450906,Low
O0651,P644,296.72,1,0,1,2,False,True,0.43306526769194365,Medium
O0652,P347,441.33,1,1,1,2,False,False,0.6203301786480576,High
O0653,P146,447.42,2,0,1,6,False,False,0.5219562600515374,Medium
O0654,P764,16.55,3,0,0,2,True,False,0.1263670142939474,Low
O0655,P731,494.62,2,1,1,2,False,False,0.5588984096981358,Medium
O0656,P554,299.88,5,0,0,4,False,True,0.10834768441010842,Low
O0657,P821,204.28,2,0,1,6,False,True,0.2987111688569674,Low
O0658,P129,305.52,1,0,1,4,False,False,0.5524050787993082,Medium
O0659,P408,96.83,4,0,0,2,True,False,0.10544457284169953,Low
O0660,P790,134.78,4,0,0,5,True,False,0.10764824033137582,Low
O0661,P338,138.09,5,0,0,1,True,False,0.08325078516841776,Low
O0662,P372,110.65,3,0,0,4,True,False,0.14287205076839488,Low
O0663,P718,155.88,4,0,0,2,False,True,0.12035448252679978,Low
O0664,P962,68.98,5,0,0,2,True,False,0.07300172293305579,Low
O0665,P146,82.03,2,0,1,6,True,False,0.2462678785931803,Low
O0666,P914,373.98,3,1,0,3,False,False,0.31927206948526293,Medium
O0667,P416,423.76,2,1,1,4,False,False,0.518856374635161,Medium
O0668,P770,257.86,3,0,0,1,False,True,0.1924707046776904,Low
O0669,P146,205.53,2,1,1,6,False,True,0.2991924665856017,Low
O0670,P154,45.6,1,0,1,5,True,False,0.30621793653683,Medium
O0671,P602,142.78,3,0,0,2,True,False,0.15426150028010877,Low
O0672,P881,212.88,5,0,0,4,False,True,0.09384492936639476,Low
O0673,P398,186.55,5,0,0,4,False,True,0.08981139199131973,Low
O0674,P874,19.08,2,0,1,2,True,False,0.23646242621711352,Low
O0675,P934,61.94,2,0,1,5,True,False,0.24231990250021887,Low
O0676,P154,362.18,1,0,1,5,False,False,0.5741893576024193,Medium
O0677,P702,289.24,2,1,1,4,False,True,0.33932424226775737,Medium
O0678,P843,180.21,3,0,0,4,False,True,0.16475507931729413,Low
O0679,P750,45.42,4,0,0,3,True,False,0.09551215212528462,Low
O0680,P211,486.82,2,0,1,4,False,False,0.5476833202038034,Medium
O0681,P428,52.37,4,0,0,4,True,False,0.0952743822388,Low
O0682,P319,481.99,3,1,0,2,False,False,0.367452791326575,Medium
O0683,P367,64.34,4,0,0,2,True,False,0.09994536052732808,Low
O0684,P735,238.74,1,0,1,1,False,True,0.410874278895508,Medium
O0685,P209,83.86,5,0,0,4,True,False,0.072751036186857,Low
O0686,P520,35.78,4,0,0,3,True,False,0.09399306784318422,Low
O0687,P814,227.1,5,0,0,3,False,True,0.09744707039293138,Low
O0688,P658,404.77,1,0,1,2,False,False,0.6043879226107801,High
O0689,P827,230.6,4,0,0,3,False,True,0.13385138499094293,Low
O0690,P536,208.29,5,0,0,1,False,True,0.09713880802416446,Low
O0691,P372,336.73,3,0,0,4,False,False,0.30130771078280344,Medium
O0692,P689,91.23,5,1,0,3,True,False,0.07473615359084128,Low
O0693,P697,175.6,3,0,0,2,False,True,0.16788565563679178,Low
O0694,P612,190.59,3,0,0,6,False,True,0.16311343574638282,Low
O0695,P967,91.99,5,0,0,2,True,False,0.07591464322416486,Low
O0696,P441,250.19,3,0,0,1,False,True,0.19029004448442302,Low
O0697,P875,465.19,1,1,1,4,False,False,0.6233372798757512,High
O0698,P285,358.57,2,0,1,6,False,False,0.48117064635361406,Medium
O0699,P643,363.08,1,1,1,1,False,False,0.5896971122678519,Medium
O0700,P161,447.1,2,1,1,2,False,False,0.5372779709190888,Medium
O0701,P721,208.9,2,0,1,5,False,True,0.3037653910370343,Medium
O0702,P863,417.68,2,1,1,4,False,False,0.5160672543514438,Medium
O0703,P715,156.76,1,0,1,2,False,True,0.37133607893419224,Medium
O0704,P659,61.24,2,1,1,2,True,False,0.2507310862381748,Low
O0705,P811,408.96,1,0,1,2,False,False,0.6062270133636012,High
O0706,P740,231.58,5,0,0,2,False,True,0.09955637526394126,Low
O0707,P972,274.9,3,0,0,5,False,True,0.18773045666870486,Low
O0708,P175,114.67,4,0,0,4,True,False,0.10560766103517467,Low
O0709,P708,244.04,1,0,1,2,False,True,0.4094742871693538,Medium
O0710,P122,343.73,3,0,0,2,False,False,0.31063113966779715,Medium
O0711,P474,410.09,5,0,0,1,False,False,0.20358234902108444,Low
O0712,P351,248.75,1,0,1,2,False,True,0.4115682973011552,Medium
O0713,P717,431.29,2,1,1,2,False,False,0.5300495103281458,Medium
O0714,P716,237.34,2,1,1,4,False,True,0.31828653690032593,Medium
O0715,P582,394.89,3,1,0,2,False,False,0.3311076640138036,Medium
O0716,P500,119.47,1,0,1,2,True,False,0.3462473216084764,Medium
O0717,P611,92.58,2,0,1,3,True,False,0.2587140247756384,Low
O0718,P779,108.59,4,0,0,2,True,False,0.10749996453704248,Low
O0719,P832,244.54,2,0,1,4,False,True,0.3211635792104904,Medium
O0720,P194,450.06,2,1,1,1,False,False,0.5424850693485078,Medium
O0721,P154,89.35,4,0,0,5,True,False,0.09988929765878168,Low
O0722,P487,316.83,2,1,1,4,False,False,0.46978940164247485,Medium
O0723,P612,286.2,4,0,0,6,False,True,0.14042675180988837,Low
O0724,P236,78.18,3,0,0,1,True,False,0.1412774963912436,Low
O0725,P716,90.58,4,0,0,4,True,False,0.10149966308389588,Low
O0726,P170,346.59,3,1,0,2,False,False,0.3117574260504556,Medium
O0727,P623,456.03,1,0,1,4,False,False,0.6193779826342337,High
O0728,P553,198.36,4,0,0,2,False,True,0.12886477334523141,Low
O0729,P601,496.61,2,1,1,1,False,False,0.5636213625587992,Medium
O0730,P924,147.31,1,0,1,2,True,False,0.35791427173915075,Medium
O0731,P982,261.61,4,1,0,5,False,True,0.13688547644280072,Low
O0732,P244,188.88,5,0,0,2,False,True,0.09274147710504395,Low
O0733,P724,271.25,3,0,0,1,False,True,0.19632313030130763,Low
O0734,P769,410.12,2,0,1,2,False,False,0.5203511733696231,Medium
O0735,P824,43.43,3,0,0,2,True,False,0.1319202371136926,Low
O0736,P623,399.21,1,0,1,4,False,False,0.5944806574348799,Medium
O0737,P941,164.96,3,0,0,1,False,True,0.16732427101647881,Low
O0738,P794,42.58,1,0,1,3,True,False,0.3116618503697049,Medium
O0739,P130,76.97,3,0,0,4,True,False,0.13546079516350334,Low
O0740,P308,56.62,1,0,1,7,True,False,0.30392791513918627,Medium
O0741,P886,225.06,5,0,0,2,False,True,0.09848770277505994,Low
O0742,P381,201.46,1,0,1,2,False,True,0.3907009533961389,Medium
O0743,P955,304.03,4,0,0,3,False,False,0.2248205265666405,Low
O0744,P881,353.24,1,0,1,4,False,False,0.5739691384024189,Medium
O0745,P503,341.64,4,0,0,4,False,False,0.23429442391161,Low
O0746,P615,206.57,2,0,1,4,False,True,0.3061484702332253,Medium
O0747,P975,39.1,5,0,0,2,True,False,0.06937279442895111,Low
O0748,P293,324.47,5,1,0,2,False,False,0.17698965573317244,Low
O0749,P258,403.73,4,1,0,2,False,False,0.2613236586266576,Low
O0750,P517,231.63,5,0,0,2,False,True,0.09956461031672686,Low
O0751,P907,344.18,5,0,0,3,False,False,0.18002320756983542,Low
O0752,P477,94.83,2,0,1,2,True,False,0.2625018135788844,Low
O0753,P280,152.76,2,0,1,2,False,True,0.2919360870100467,Low
O0754,P165,428.49,2,0,1,2,False,False,0.5287679249035949,Medium
O0755,P438,109.33,3,0,0,3,True,False,0.1444836364459376,Low
O0756,P919,136.53,2,1,1,4,True,False,0.27141754642821736,Low
O0757,P313,350.89,1,1,1,2,False,False,0.5804921781487833,Medium
O0758,P791,472.48,5,0,0,2,False,False,0.22012217645633686,Low
O0759,P745,490.94,3,0,0,1,False,False,0.3749138375690413,Medium
O0760,P665,232.65,5,0,0,4,False,True,0.09697951998090863,Low
O0761,P880,264.49,3,0,0,3,False,True,0.18955526980255935,Low
O0762,P546,396.4,1,1,1,3,False,False,0.5969760374227713,Medium
O0763,P719,55.95,5,0,0,2,True,False,0.07139820429498553,Low
O0764,P232,408.88,1,1,1,3,False,False,0.602479976265721,High
O0765,P540,367.42,3,0,0,4,False,False,0.31330890303808834,Medium
O0766,P149,184.21,4,0,0,2,False,True,0.12597451434287688,Low
O0767,P389,453.12,2,0,1,2,False,False,0.5400264159880511,Medium
O0768,P433,50.3,5,0,0,1,True,False,0.07173998814693278,Low
O0769,P123,490.23,1,0,1,2,False,False,0.641248852400892,High
O0770,P875,19.54,3,0,0,4,True,False,0.12357266981318221,Low
O0771,P552,465.69,3,0,0,2,False,False,0.3605203827937581,Medium
O0772,P453,323.25,1,0,1,3,False,False,0.5642651327551808,Medium
O0773,P242,292.39,5,0,0,5,False,True,0.10555083786427577,Low
O0774,P901,168.98,5,0,0,2,False,True,0.08971075193923914,Low
O0775,P426,365.32,2,1,1,5,False,False,0.4881451879664083,Medium
O0776,P870,498.23,3,1,0,3,False,False,0.37078564922040336,Medium
O0777,P684,122.31,3,0,0,2,True,False,0.1494186020826491,Low
O0778,P346,433.5,1,0,1,4,False,False,0.6095728233820968,High
O0779,P248,135.44,2,0,1,3,True,False,0.2740996368529013,Low
O0780,P832,106.45,2,0,1,4,True,False,0.26062836626395924,Low
O0781,P129,333.84,5,1,0,4,False,False,0.17498364464991903,Low
O0782,P500,442.26,3,0,0,2,False,False,0.3506571954967088,Medium
O0783,P918,388.82,4,1,0,3,False,False,0.25312459214685884,Low
O0784,P115,222.69,4,0,0,3,False,True,0.13217553848114855,Low
O0785,P743,464.67,4,1,0,1,False,False,0.286668911763787,Low
O0786,P854,453.78,5,0,0,2,False,False,0.21428115865271014,Low
O0787,P640,146.09,3,0,0,4,True,False,0.15103227643804942,Low
